,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
56446,180 SOUTH STREET,2017-02-14,Residential,MANHATTAN,10038,40.708821,-73.998968,Chinatown
56452,25-12 BROADWAY,2017-02-07,Commercial,QUEENS,11106,40.763304,-73.928214,Astoria
56463,647 COMMONWEALTH AVE,2017-03-22,Residential,BRONX,10473,40.817774,-73.864992,Soundview-Castle Hill-Clason Point-Harding Park
56465,354 OCEAN AVENUE,2017-01-04,Residential,BROOKLYN,11226,40.654282,-73.961805,Flatbush
56472,3222 VICTORY BLVD.,2017-06-29,Residential,STATEN ISLAND,10314,40.606498,-74.166824,New Springville-Bloomfield-Travis
56473,832 POST AVENUE,2017-03-16,Residential,STATEN ISLAND,10310,40.631055,-74.128653,West New Brighton-New Brighton-St. George
56475,707 EAST 242 STREET,2017-05-10,Residential,BRONX,10470,40.905645,-73.849026,Woodlawn-Wakefield
56476,525 WEST 156TH ST.,2017-06-29,Residential,MANHATTAN,10031,40.832666,-73.94349,Washington Heights South
56488,1163 WHEELER AVENUE,2017-02-21,Residential,BRONX,10472,40.827452,-73.879874,Soundview-Bruckner
56490,315 EAST 143RD STREET,2017-04-17,Residential,BRONX,10451,40.8144,-73.923726,Mott Haven-Port Morris
56492,2224 ADAMS PLACE,2017-06-09,Residential,BRONX,10457,40.8522,-73.8893,Belmont
56499,16-61 CORNELIA ST.,2017-03-21,Residential,QUEENS,11385,40.699045,-73.906793,Ridgewood
56508,1855 GRAND CONCOURSE,2017-03-16,Residential,BRONX,10453,40.84823,-73.907118,Mount Hope
56516,3881 SEDGWICK AVENUE,2017-01-27,Residential,BRONX,10463,40.883013,-73.894004,Van Cortlandt Village
56523,268 BAY 17TH STREET,2017-02-27,Residential,BROOKLYN,11214,40.602227,-74.009111,Bath Beach
56527,25-50 22ND STREET,2017-05-31,Residential,QUEENS,11102,40.772851,-73.924485,Old Astoria
56529,922 MOTHER GASTON BLVD.,2017-05-25,Residential,BROOKLYN,11221,40.655996,-73.903364,Brownsville
56543,1119 LENOX ROAD,2017-06-28,Residential,BROOKLYN,11212,40.659041,-73.918991,Rugby-Remsen Village
56549,680 DECATUR STREET,2017-06-13,Residential,BROOKLYN,11233,40.683475,-73.915684,Ocean Hill
56554,71-13 60TH LANE,2017-05-11,Residential,QUEENS,11385,40.701064,-73.896464,Ridgewood
56556,866 E 164TH STREET,2017-05-03,Residential,BRONX,10459,40.823312,-73.899352,Longwood
56573,1921 AVENUE K,2017-06-30,Residential,BROOKLYN,11230,40.623255,-73.956794,Midwood
56575,595 EAST 170 STREET,2017-01-04,Residential,BRONX,10456,40.834386,-73.9009,Morrisania-Melrose
56591,57-60 157TH STREET,2017-06-30,Residential,QUEENS,11355,40.742106,-73.811126,Queensboro Hill
56592,3225-27 BAINBRIDGE AVENUE,2017-04-20,Residential,BRONX,10467,40.876582,-73.879698,Norwood
56606,109 ELDRIDGE STREET,2017-03-21,Residential,MANHATTAN,10002,40.718126,-73.991995,Chinatown
56609,1278 GRAND CONCOURSE,2017-04-20,Residential,BRONX,10456,40.836196,-73.916051,East Concourse-Concourse Village
56612,191-11 WOODHULL AVENUE,2017-04-06,Residential,QUEENS,11423,40.710683,-73.767581,Hollis
56615,16-70 BELL BLVD,2017-06-06,Residential,QUEENS,11360,40.785077,-73.778421,Ft. Totten-Bay Terrace-Clearview
56626,53-55 WEST 106TH STREET,2017-01-13,Commercial,MANHATTAN,10026,40.798845,-73.961906,Morningside Heights
56632,205 WEST 115TH ST,2017-04-13,Residential,MANHATTAN,10026,40.802729,-73.953463,Central Harlem South
56634,134 ALASKA STREET,2017-01-31,Residential,STATEN ISLAND,10310,40.635835,-74.120516,West New Brighton-New Brighton-St. George
56638,2340 VALENTINE AVE,2017-02-17,Residential,BRONX,10458,40.858012,-73.897662,Fordham South
56646,1685 OCEAN AVENUE,2017-01-04,Residential,BROOKLYN,11230,40.620593,-73.955412,Midwood
56650,1904 VYSE AVENUE,2017-01-19,Residential,BRONX,10460,40.840134,-73.883479,East Tremont
56651,1561 PARK PLACE,2017-06-12,Residential,BROOKLYN,11213,40.672105,-73.925857,Crown Heights North
56660,3614 AVENUE K,2017-06-14,Residential,BROOKLYN,11210,40.625071,-73.940204,Flatlands
56661,316 WEST 94 STREET,2017-02-14,Residential,MANHATTAN,10025,40.794177,-73.974716,Upper West Side
56683,1371 DECATUR STREET,2017-06-12,Residential,BROOKLYN,11237,40.692354,-73.90404,Bushwick North
56686,65 EAST 112TH STREET,2017-03-23,Residential,MANHATTAN,10029,40.796994,-73.945611,East Harlem North
56690,36 EAST 4TH STREET,2017-04-03,Residential,MANHATTAN,10003,40.727428,-73.992261,West Village
56700,34-06 34TH STREET,2017-01-20,Residential,QUEENS,11106,40.758257,-73.925104,Astoria
56701,39-06 62ND STREET,2017-05-24,Residential,QUEENS,11377,40.746638,-73.901731,Woodside
56703,914 EAST 230TH STREET,2017-01-18,Residential,BRONX,10466,40.889269,-73.852051,Williamsbridge-Olinville
56707,611 BLAKE AVE,2017-04-28,Residential,BROOKLYN,11207,40.667611,-73.896379,East New York (Pennsylvania Ave)
56713,3035 WHITE PLAINS ROAD,2017-05-09,Residential,BRONX,10467,40.870283,-73.86721,Bronxdale
56720,92-16 HOLLAND AVENUE,2017-06-26,Residential,QUEENS,11693,40.585346,-73.814871,Hammels-Arverne-Edgemere
56727,80 NORTH BURGHER AVE NUE,2017-05-04,Residential,STATEN ISLAND,10310,40.639433,-74.11541,West New Brighton-New Brighton-St. George
56731,198 AVENUE A,2017-01-10,Commercial,MANHATTAN,10009,40.729345,-73.981123,East Village
56732,36-45 213TH ST,2017-04-05,Residential,QUEENS,11361,40.767505,-73.774029,Bayside-Bayside Hills
56746,1502 MOTT AVENUE,2017-06-23,Residential,QUEENS,11691,40.602038,-73.748876,Far Rockaway-Bayswater
56748,1380-1400 PARKER STR EET AKA 2350-2360 WE,2017-06-07,Commercial,BRONX,10462,40.836141,-73.847113,Westchester-Unionport
56753,273 QUINCY STREET,2017-01-27,Residential,BROOKLYN,11216,40.687074,-73.949711,Bedford
56759,767 FOUNTAIN AVENUE,2017-01-27,Residential,BROOKLYN,11208,40.661442,-73.867929,East New York
56761,753 GEORGIA AVENUE,2017-06-20,Residential,BROOKLYN,11207,40.658569,-73.892778,East New York
56768,138 W 129TH STREET,2017-01-24,Residential,MANHATTAN,10027,40.810907,-73.945058,Central Harlem North-Polo Grounds
56772,89 GRATTAN STREET,2017-05-03,Residential,BROOKLYN,11237,40.706025,-73.929469,Bushwick North
56777,115-39 170TH STREET,2017-01-12,Residential,QUEENS,11434,40.688876,-73.7785,St. Albans
56780,2255 BENSON AVENUE,2017-01-13,Residential,BROOKLYN,11214,40.59926,-73.993968,Bensonhurst West
56785,1780 EASTBURN AVENUE,2017-03-06,Residential,BRONX,10457,40.84657,-73.90831,Mount Hope
56791,2345 WALTON AVENUE,2017-05-16,Residential,BRONX,10468,40.859539,-73.902089,Fordham South
56796,91-60 193RD STREET,2017-01-12,Residential,QUEENS,11423,40.711827,-73.766917,Hollis
56797,2060 PITKIN AVENUE,2017-04-24,Residential,BROOKLYN,11207,40.671791,-73.896506,East New York (Pennsylvania Ave)
56798,254 WEST 125TH ST,2017-02-07,Commercial,MANHATTAN,10027,40.809704,-73.950073,Central Harlem South
56799,235 FORT WASHINGTON AVE,2017-04-17,Residential,MANHATTAN,10032,40.843065,-73.941912,Washington Heights South
56800,161-165 E. 179TH ST.,2017-04-18,Residential,BRONX,10453,40.851333,-73.905701,Mount Hope
56806,42-49 COLDEN STREET,2017-04-14,Residential,QUEENS,11355,40.753611,-73.826155,Flushing
56814,352 EAST 141ST STREE T,2017-03-24,Residential,BRONX,10454,40.811655,-73.922978,Mott Haven-Port Morris
56816,110 CHAUNCEY STREET,2017-04-04,Residential,BROOKLYN,11233,40.680361,-73.92976,Crown Heights North
56818,220-224 EAST 75TH ST REET,2017-03-22,Residential,MANHATTAN,10021,40.771413,-73.958532,Lenox Hill-Roosevelt Island
56834,554 DEKALB AVENUE,2017-01-18,Residential,BROOKLYN,11205,40.691026,-73.95433,Bedford
56838,2565 GRAND CONCOURSE,2017-02-21,Residential,BRONX,10468,40.863786,-73.896135,Bedford Park-Fordham North
56839,2025 SEWARD AVENUE,2017-05-12,Residential,BRONX,10473,40.820442,-73.853656,Soundview-Castle Hill-Clason Point-Harding Park
56840,520 EAST 21ST STREET,2017-01-12,Residential,BROOKLYN,11226,40.641273,-73.958296,Flatbush
56849,120 DE KRUIF PLACE,2017-02-24,Residential,BRONX,10475,40.875404,-73.829113,Co-op City
56858,3220 PERRY AVENUE,2017-06-29,Residential,BRONX,10467,40.875396,-73.876555,Norwood
56868,65-84 AUSTIN STREET,2017-01-20,Residential,QUEENS,11374,40.725137,-73.858408,Rego Park
56871,2180 HOLLAND AVENUE,2017-06-29,Residential,BRONX,10462,40.855858,-73.865699,Pelham Parkway
56878,22 METROPOLITAN OVAL,2017-05-24,Residential,BRONX,10462,40.838196,-73.85911,Parkchester
56879,504 WEST 134TH STREET,2017-06-01,Residential,MANHATTAN,10031,40.818406,-73.953152,Manhattanville
56891,530 PARKSIDE AVENUE,2017-03-16,Residential,BROOKLYN,11226,40.655926,-73.955421,Prospect Lefferts Gardens-Wingate
56896,1001 LINCOLN PLACE,2017-06-26,Residential,BROOKLYN,11213,40.670424,-73.943368,Crown Heights North
56902,964 EASTERN PARKWAY,2017-03-10,Residential,BROOKLYN,11213,40.669059,-73.936058,Crown Heights North
56913,392 OLIVER PLACE,2017-05-23,Residential,BRONX,10458,40.866649,-73.885378,Bedford Park-Fordham North
56919,5301 SNYDER AVENUE,2017-02-16,Residential,BROOKLYN,11203,40.650304,-73.92715,Rugby-Remsen Village
56934,2341 HERMANY AVENUE 2ND FLOOR,2017-06-14,Residential,BRONX,10473,40.825333,-73.844974,Westchester-Unionport
56938,726A QUINCY STREET,2017-05-10,Residential,BROOKLYN,11221,40.6892,-73.931113,Stuyvesant Heights
56943,504 BROOK AVENUE,2017-01-19,Residential,BRONX,10455,40.813977,-73.915497,Mott Haven-Port Morris
56946,71-21 65TH STREET,2017-04-14,Residential,QUEENS,11385,40.701989,-73.890577,Glendale
56962,425 EAST 96TH ST,2017-04-19,Residential,BROOKLYN,11212,40.657066,-73.916957,Rugby-Remsen Village
56963,2170 UNIVERSITY AV AKA 2170 DR ML KING BLVD,2017-03-28,Residential,BRONX,10453,40.858102,-73.909107,University Heights-Morris Heights
56967,1405 NEW YORK AVENUE,2017-04-20,Residential,BROOKLYN,11210,40.638361,-73.945315,East Flatbush-Farragut
56971,1811 86TH STREET,2017-03-03,Commercial,BROOKLYN,11214,40.607105,-74.002373,Bensonhurst West
56976,1900 LEXINGTON AVENUE,2017-01-09,Residential,MANHATTAN,10035,40.800055,-73.940585,East Harlem North
56986,2554 CRESTON AVENUE,2017-06-29,Residential,BRONX,10468,40.864251,-73.8971,Bedford Park-Fordham North
56991,3940 BRONX BLVD,2017-06-23,Residential,BRONX,10466,40.887994,-73.864755,Williamsbridge-Olinville
56996,315 SEIGEL STREET,2017-02-17,Residential,BROOKLYN,11206,40.705572,-73.93396,Bushwick South
57010,3320 SHORE PARKWAY,2017-01-18,Residential,BROOKLYN,11235,40.584637,-73.953071,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
57026,2405 TILDEN AVENUE AKA 41 OAKLAND PLACE,2017-01-04,Residential,BROOKLYN,11226,40.646673,-73.954728,Erasmus
57027,209 MALCOLM X BLVD,2017-04-05,Residential,BROOKLYN,11221,40.685916,-73.929642,Stuyvesant Heights
57030,7 DEY STREET SUITE  1401,2017-01-31,Commercial,MANHATTAN,10007,40.710624,-74.009955,Battery Park City-Lower Manhattan
57031,1025 RUTLAND ROAD,2017-01-11,Residential,BROOKLYN,11212,40.663113,-73.925719,Rugby-Remsen Village
57033,8762 20TH AVENUE,2017-02-07,Residential,BROOKLYN,11214,40.601231,-74.001775,Bath Beach
57047,20 RICHMAN PLAZA,2017-06-15,Residential,BRONX,10453,40.851719,-73.92278,University Heights-Morris Heights
57048,1630 GRAND AVENUE,2017-02-28,Residential,BRONX,10453,40.846691,-73.915719,University Heights-Morris Heights
57054,63-36 98TH PLACE,2017-05-16,Residential,QUEENS,11374,40.731768,-73.858,Rego Park
57061,321 CHAUNCEY STREET,2017-01-10,Residential,BROOKLYN,11233,40.681344,-73.921318,Stuyvesant Heights
57063,525 WEST 156TH STREE T,2017-03-17,Residential,MANHATTAN,10031,40.832666,-73.94349,Washington Heights South
57066,1142 LONGFELLOW AVENUE,2017-03-10,Residential,BRONX,10459,40.827529,-73.887946,Morrisania-Melrose
57070,2254 HAVILAND AVENUE,2017-05-11,Residential,BRONX,10462,40.830709,-73.848987,Westchester-Unionport
57074,110 ROCHESTER AVENUE,2017-01-20,Residential,BROOKLYN,11213,40.675351,-73.927728,Crown Heights North
57088,305 FOUNTAIN AVENUE,2017-01-19,Residential,BROOKLYN,11208,40.672341,-73.874602,East New York
57089,1369 ATLANTIC AVENUE,2017-04-07,Residential,BROOKLYN,11216,40.678212,-73.944965,Crown Heights North
57091,43-24 43RD STREET,2017-06-30,Residential,QUEENS,11104,40.74472,-73.921244,Hunters Point-Sunnyside-West Maspeth
57099,40 LINCOLN ROAD,2017-03-01,Residential,BROOKLYN,11225,40.660767,-73.961473,Prospect Lefferts Gardens-Wingate
57100,1034 BEDFORD AVE,2017-03-01,Residential,BROOKLYN,11205,40.689657,-73.955175,Bedford
57104,981 ROGERS AVE,2017-01-27,Residential,BROOKLYN,11226,40.646137,-73.951972,Erasmus
57116,455 OCEAN PARKWAY,2017-05-01,Residential,BROOKLYN,11218,40.637415,-73.972966,Kensington-Ocean Parkway
57121,55 OVERLOOK TERRACE,2017-01-23,Residential,MANHATTAN,10033,40.854252,-73.936292,Washington Heights North
57122,120 ALCOTT PLACE,2017-05-10,Residential,BRONX,10475,40.871755,-73.83037,Co-op City
57140,118-14 LIBERTY AVENUE,2017-03-07,Commercial,QUEENS,11419,40.686049,-73.824835,South Ozone Park
57157,507-09 EAST 11TH ST.,2017-02-16,Residential,MANHATTAN,10009,40.728266,-73.98134,East Village
57158,639 ALBANY AVENUE,2017-04-26,Residential,BROOKLYN,11203,40.658779,-73.939586,Prospect Lefferts Gardens-Wingate
57160,2683 MORRIS AVENUE,2017-01-10,Residential,BRONX,10468,40.867598,-73.895883,Van Cortlandt Village
57161,3405 NEWKIRK AVENUE,2017-05-12,Residential,BROOKLYN,11203,40.640246,-73.944384,East Flatbush-Farragut
57166,553 KINGSBOROUGH 5TH WALK,2017-01-11,Residential,BROOKLYN,11233,40.674785,-73.923648,Crown Heights North
57172,1951 SOUTHERN BOULEVARD,2017-01-27,Residential,BRONX,10460,40.84254,-73.885705,East Tremont
57177,147 W 230TH STREET,2017-06-12,Residential,BRONX,10463,40.876061,-73.903832,Van Cortlandt Village
57178,1048 CLAY AVENUE,2017-05-04,Residential,BRONX,10456,40.828538,-73.912736,East Concourse-Concourse Village
57184,529 W. 151ST ST.,2017-03-16,Residential,MANHATTAN,10031,40.829434,-73.945791,Hamilton Heights
57186,1228 GRAND CONCOURSE,2017-05-17,Residential,BRONX,10456,40.835151,-73.917067,East Concourse-Concourse Village
57193,41-26 73RD STREET,2017-02-14,Residential,QUEENS,11377,40.744395,-73.891879,Elmhurst-Maspeth
57195,1890 CROTONA PARKWAY,2017-05-23,Residential,BRONX,10460,40.840635,-73.885658,East Tremont
57198,155 E. 168TH ST.,2017-03-30,Residential,BRONX,10452,40.836032,-73.917186,West Concourse
57200,740 EMPIRE BOULEVARD,2017-06-28,Residential,BROOKLYN,11213,40.663787,-73.937952,Crown Heights South
57201,43-07 20TH ROAD,2017-01-13,Residential,QUEENS,11105,40.77387,-73.900597,Steinway
57202,399 ST JOHNS PLACE,2017-01-25,Residential,BROOKLYN,11238,40.673965,-73.964696,Prospect Heights
57217,2760 HOLLAND AVE,2017-02-01,Residential,BRONX,10467,40.866334,-73.865363,Bronxdale
57230,212-10 99TH AVENUE,2017-05-08,Residential,QUEENS,11429,40.714246,-73.746473,Queens Village
57234,1787 FULTON STREET,2017-02-02,Commercial,BROOKLYN,11233,40.679207,-73.92763,Crown Heights North
57240,150 CROWN STREET,2017-03-02,Residential,BROOKLYN,11225,40.666554,-73.955829,Crown Heights South
57246,100-19 39TH AVE    TOP FLOOR,2017-06-22,Residential,QUEENS,11368,40.750002,-73.865389,North Corona
57247,3401 FOSTER AVENUE,2017-06-29,Residential,BROOKLYN,11210,40.63886,-73.944292,East Flatbush-Farragut
57256,3115 SEDGWICK AVE,2017-04-05,Residential,BRONX,10463,40.876985,-73.89917,Van Cortlandt Village
57260,1504 SHERIDAN AVENUE,2017-01-19,Residential,BRONX,10457,40.840864,-73.911364,East Concourse-Concourse Village
57263,41-15 46TH STREET APT. 3O,2017-02-16,Residential,QUEENS,11104,40.746299,-73.918059,Hunters Point-Sunnyside-West Maspeth
57301,735 WALTON AVENUE,2017-04-18,Residential,BRONX,10451,40.824041,-73.926027,West Concourse
57303,546 EAST 182 STREET,2017-01-04,Residential,BRONX,10457,40.852905,-73.892436,East Tremont
57306,878 BRYANT AVENUE,2017-06-19,Residential,BRONX,10474,40.819464,-73.886814,Hunts Point
57313,1980 STARR STREET,2017-05-15,Residential,QUEENS,11385,40.713,-73.915102,Ridgewood
57325,1351 NEW YORK AVENUE,2017-05-17,Residential,BROOKLYN,11210,40.639958,-73.945491,East Flatbush-Farragut
57328,441 BEACH 51ST ST,2017-06-26,Residential,QUEENS,11691,40.596276,-73.781947,Hammels-Arverne-Edgemere
57331,1505 LELAND AVENUE,2017-04-11,Residential,BRONX,10460,40.838167,-73.8646,West Farms-Bronx River
57350,2791 GRAND CONCOURSE,2017-06-12,Residential,BRONX,10468,40.869005,-73.892157,Van Cortlandt Village
57354,1203 TINTON AVENUE,2017-05-10,Residential,BRONX,10456,40.829291,-73.900381,Morrisania-Melrose
57355,2766 BARNES AVENUE,2017-05-01,Residential,BRONX,10467,40.866395,-73.86348,Bronxdale
57362,2186 GRAND CONCOURSE,2017-02-03,Residential,BRONX,10457,40.855463,-73.901176,Mount Hope
57370,801 NEILL AVENUE,2017-06-28,Commercial,BRONX,10462,40.850342,-73.864431,Pelham Parkway
57373,581 PROSPECT PLACE,2017-01-31,Residential,BROOKLYN,11238,40.675239,-73.957247,Crown Heights North
57382,1117 EAST 103RD ST,2017-03-10,Residential,BROOKLYN,11236,40.64283,-73.891982,Canarsie
57385,2045 STORY AVENUE,2017-04-07,Residential,BRONX,10473,40.824831,-73.854232,Westchester-Unionport
57395,58 EAST 132ND STREET,2017-03-21,Residential,MANHATTAN,10037,40.809879,-73.936732,Central Harlem North-Polo Grounds
57396,1777 GRAND CONCOURSE,2017-06-22,Residential,BRONX,10453,40.846431,-73.909402,Mount Hope
57398,321 WOODBINE STREET,2017-05-05,Residential,BROOKLYN,11237,40.696782,-73.91258,Bushwick North
57401,2454 TIEBOUT AVENUE,2017-03-02,Residential,BRONX,10458,40.860568,-73.895439,Bedford Park-Fordham North
57402,1768 BERGEN STREET,2017-06-20,Residential,BROOKLYN,11233,40.674665,-73.923807,Crown Heights North
57405,5752 FIELDSTON ROAD,2017-01-06,Commercial,BRONX,10471,40.905221,-73.90065,North Riverdale-Fieldston-Riverdale
57408,2261 OCEAN AVENUE,2017-06-21,Residential,BROOKLYN,11229,40.606826,-73.952803,Madison
57411,1901 EMMONS AVENUE,2017-02-16,Commercial,BROOKLYN,11235,40.583565,-73.949432,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
57434,25-34 43RD STREET,2017-03-29,Residential,QUEENS,11103,40.766434,-73.909622,Astoria
57438,2157 OCEAN AVENUE,2017-04-21,Residential,BROOKLYN,11229,40.6093,-73.953273,Madison
57441,1347 EASTERN PARKWAY,2017-01-03,Residential,BROOKLYN,11233,40.668426,-73.923706,Crown Heights North
57444,1811 STILLWELL AVENU E,2017-04-19,Residential,BROOKLYN,11223,40.602339,-73.986312,Bensonhurst East
57451,1690 BRYANT AVENUE,2017-03-21,Residential,BRONX,10460,40.835319,-73.885793,Crotona Park East
57452,865 EAST 167TH ST,2017-06-05,Residential,BRONX,10459,40.826138,-73.897513,Longwood
57462,235 CYPRESS AVENUE,2017-04-19,Residential,BRONX,10454,40.805336,-73.914674,Mott Haven-Port Morris
57464,34 WEST 65TH STREET,2017-02-07,Residential,MANHATTAN,10023,40.772237,-73.980305,Lincoln Square
57475,1641 BROADWAY,2017-02-07,Residential,BROOKLYN,11207,40.684896,-73.913944,Bushwick South
57476,2955 GRAND CONCOURSE  AKA 2951-2955 *,2017-01-23,Residential,BRONX,10468,40.872514,-73.887534,Bedford Park-Fordham North
57483,3845 18TH AVENUE,2017-06-28,Residential,BROOKLYN,11218,40.633586,-73.971137,Flatbush
57487,2772 PITKIN AVENUE,2017-06-22,Residential,BROOKLYN,11208,40.675709,-73.869757,East New York
57488,161 INDIA STREET,2017-02-14,Residential,BROOKLYN,11222,40.732436,-73.953519,Greenpoint
57503,150 EAST 165TH STREET,2017-06-20,Residential,BRONX,10452,40.831039,-73.920849,West Concourse
57507,5 HARDEN STREET,2017-04-10,Residential,BROOKLYN,11234,40.622378,-73.934749,Flatlands
57513,8704 26TH AVENUE,2017-06-27,Residential,BROOKLYN,11214,40.5945,-73.987189,Bensonhurst East
57515,96-04 57TH AVENUE,2017-05-16,Residential,QUEENS,11368,40.736848,-73.865062,Corona
57518,133 STARR STREET,2017-01-04,Residential,BROOKLYN,11237,40.70326,-73.92496,Bushwick North
57519,81 JERSEY STREET,2017-04-12,Residential,STATEN ISLAND,10301,40.645584,-74.087911,West New Brighton-New Brighton-St. George
57537,301 MARINE AVENUE,2017-04-25,Residential,BROOKLYN,11209,40.614892,-74.034423,Bay Ridge
57542,4807 CHURCH AVENUE,2017-01-18,Residential,BROOKLYN,11203,40.651663,-73.932143,East Flatbush-Farragut
57543,2917 GRAND CONCOURSE,2017-05-22,Residential,BRONX,10468,40.871349,-73.88895,Van Cortlandt Village
57544,25 PIERREPONT STREET,2017-04-24,Residential,BROOKLYN,11201,40.696168,-73.996509,Brooklyn Heights-Cobble Hill
57549,1560 PELHAM PKWY. S.,2017-06-13,Residential,BRONX,10461,40.856727,-73.841202,Pelham Parkway
57565,34 ROCKAWAY AVENUE,2017-03-20,Residential,BROOKLYN,11233,40.682613,-73.911708,Ocean Hill
57568,1833-39 WESTCHESTER AVENUE,2017-03-21,Residential,BRONX,10472,40.832299,-73.864912,West Farms-Bronx River
57569,80-03 258 STREET,2017-06-27,Residential,QUEENS,11004,40.744167,-73.712797,Glen Oaks-Floral Park-New Hyde Park
57571,1785 STORY AVENUE,2017-01-19,Residential,BRONX,10473,40.823243,-73.866043,Soundview-Castle Hill-Clason Point-Harding Park
57572,1710 ANDREWS AVENUE,2017-01-19,Residential,BRONX,10453,40.84994,-73.917837,University Heights-Morris Heights
57578,2015 NEWBOLD AVENUE,2017-06-21,Residential,BRONX,10462,40.832665,-73.856618,Westchester-Unionport
57581,1325 PENNSYLVANIA AVENUE,2017-05-10,Residential,BROOKLYN,11239,40.648321,-73.882265,Starrett City
57590,231 NORTH BURGHER AVE.,2017-04-06,Residential,STATEN ISLAND,10310,40.635144,-74.114599,New Brighton-Silver Lake
57598,109 MADISON STREET,2017-04-20,Commercial,MANHATTAN,10002,40.712255,-73.995055,Chinatown
57617,3414 THIRD AVENUE,2017-05-08,Residential,BRONX,10456,40.828534,-73.906918,Morrisania-Melrose
57625,601 WEST 190TH STREET,2017-03-30,Commercial,MANHATTAN,10040,40.854992,-73.929825,Washington Heights North
57627,112-50 NORTHERN BLVD.,2017-04-26,Residential,QUEENS,11368,40.758154,-73.85672,North Corona
57628,256 STAGG STREET,2017-01-18,Residential,BROOKLYN,11206,40.709936,-73.93884,Bushwick South
57634,331 EAST 132ND ST,2017-05-19,Residential,BRONX,10454,40.806023,-73.927612,Mott Haven-Port Morris
57639,220 HIGHLAND BLVD,2017-05-17,Residential,BROOKLYN,11207,40.681958,-73.893465,Cypress Hills-City Line
57647,525 WEST 28TH STREET,2017-01-24,Residential,MANHATTAN,10001,40.751351,-74.003097,Hudson Yards-Chelsea-Flatiron-Union Square
57654,2550 MARION AVENUE,2017-02-15,Residential,BRONX,10458,40.86241,-73.8925,Bedford Park-Fordham North
57661,3613 AVENUE D,2017-05-10,Residential,BROOKLYN,11203,40.641326,-73.942524,East Flatbush-Farragut
57671,55 NORTH ELLIOT PLACE,2017-03-01,Residential,BROOKLYN,11205,40.696805,-73.977414,Fort Greene
57672,950 EVERGREEN AVENUE,2017-04-06,Residential,BRONX,10473,40.822347,-73.879612,Soundview-Castle Hill-Clason Point-Harding Park
57693,1372 FRANKLIN AVENUE,2017-01-25,Residential,BRONX,10456,40.833389,-73.90071,Morrisania-Melrose
57695,238 WEST 122ND ST,2017-04-18,Residential,MANHATTAN,10027,40.807558,-73.950996,Central Harlem South
57698,705 GERARD AVENUE,2017-01-26,Residential,BRONX,10451,40.82403,-73.926992,West Concourse
57713,40 VANDERBILT AVENUE,2017-06-16,Residential,BROOKLYN,11205,40.696817,-73.97058,Fort Greene
57725,110 ST NICHOLAS AVE.,2017-04-14,Residential,MANHATTAN,10026,40.80269,-73.952618,Central Harlem South
57730,281 EAST 149TH  STREET,2017-03-31,Residential,BRONX,10451,40.817149,-73.921801,Melrose South-Mott Haven North
57731,735 E 182 STREET,2017-06-22,Residential,BRONX,10457,40.8498,-73.885581,Belmont
57734,2784 RANDALL AVENUE,2017-01-05,Residential,BRONX,10465,40.82409,-73.825996,Schuylerville-Throgs Neck-Edgewater Park
57740,295 WASHINGTON AVENU E,2017-06-06,Residential,BROOKLYN,11205,40.690223,-73.966238,Clinton Hill
57741,2828 VALENTINE AVE.,2017-01-06,Residential,BRONX,10458,40.869053,-73.890309,Bedford Park-Fordham North
57746,10 MCCLANCY PLACE,2017-04-27,Residential,BROOKLYN,11207,40.66397,-73.885669,East New York (Pennsylvania Ave)
57747,157 CRESCENT STREET,2017-01-31,Residential,BROOKLYN,11208,40.685552,-73.87277,Cypress Hills-City Line
57749,1048 E. 180TH ST.,2017-04-04,Residential,BRONX,10460,40.842516,-73.87775,East Tremont
57750,37-75 63RD STREET,2017-05-05,Residential,QUEENS,11377,40.748505,-73.899884,Woodside
57763,2902 CORTELYOU ROAD,2017-01-18,Residential,BROOKLYN,11226,40.644387,-73.949699,Erasmus
57764,20-14 BLEECKER STREE,2017-04-20,Residential,QUEENS,11385,40.708408,-73.907901,Ridgewood
57768,426 MOTHER GASTON BLVD.,2017-02-16,Commercial,BROOKLYN,11212,40.668553,-73.906576,Brownsville
57769,1108 STRATFORD AVENUE,2017-05-11,Residential,BRONX,10472,40.826865,-73.874943,Soundview-Bruckner
57780,359 MARION STREET,2017-05-25,Residential,BROOKLYN,11233,40.681326,-73.914973,Ocean Hill
57790,3515 EASTCHESTER ROA D,2017-03-28,Residential,BRONX,10469,40.878619,-73.84724,Eastchester-Edenwald-Baychester
57800,2323 EAST 12TH STREE T,2017-06-22,Residential,BROOKLYN,11229,40.593399,-73.959294,Homecrest
57807,485 THATFORD AVE 2ND FLOOR,2017-03-10,Residential,BROOKLYN,11212,40.657799,-73.906713,Brownsville
57812,1274 55TH STREET,2017-06-23,Residential,BROOKLYN,11219,40.632088,-73.996332,Borough Park
57814,865 HOPKINSON AVENUE,2017-06-14,Residential,BROOKLYN,11212,40.659334,-73.911,Brownsville
57819,20-55 SEAGIRT BOULEVARD,2017-04-06,Residential,QUEENS,11691,40.595234,-73.756485,Far Rockaway-Bayswater
57828,35-35 94 STREET,2017-02-08,Residential,QUEENS,11372,40.752157,-73.873376,Jackson Heights
